MINISTERUL AFACERILOR INTERNE,,,,,,,,TOTAL,,,,,,,
DIRECTIA REGIM PERMISE DE CONDUCERE SI INMATRICULARE A VEHICULELOR,,,,,,,,,,,,,,,
PARC AUTO LA 31.12.2020,,,,,,,,,,,,,,,
CATEGORIA,Numar,Vechime (ani),,,,,,Carburant,,,,Vechime (ani),,,
,,0--2,3--5,6--10,11--15,16--20,>20,Benzina,Motorina,Electric,Hibrid01(benzina+electric),0--4,5--8,9--12,peste 12
,,,,,,,,,,,Hibrid02(motorina+electric),,,,
,,,,,,,,,,,Hibrid03(GPL+electric),,,,
   model PEOPLE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model PEOPLE 50,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model PEOPLE S,2,0,0,0,1,1,0,2,0,0,0,0,0,0,2
   model nespecificat,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
 total marca KYMKO,130,0,0,11,105,7,7,130,0,0,0,0,4,13,113
   model 50RR,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
   model AGILITY 50,7,0,0,2,5,0,0,7,0,0,0,0,0,3,4
   model AGILITY CITY 50,5,0,0,2,3,0,0,5,0,0,0,0,1,2,2
   model AGILITY50,60,0,0,2,58,0,0,60,0,0,0,0,2,1,57
   model BET&WIN 50,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model DINK,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model DINK 50,4,0,0,0,1,1,2,4,0,0,0,0,0,0,4
   model DJ50,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model GRAND DINK,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model GRAND DINK 50,5,0,0,0,5,0,0,5,0,0,0,0,0,1,4
   model PEOPLE 50,4,0,0,3,1,0,0,4,0,0,0,0,0,3,1
   model PEOPLE S,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3
   model SNIPER,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model SUPER 8 50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model SUPER 9,2,0,0,0,1,1,0,2,0,0,0,0,0,0,2
   model SUPER FEVER ZX,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model SUPER8 50,6,0,0,0,6,0,0,6,0,0,0,0,0,1,5
   model VITALITY,7,0,0,0,7,0,0,7,0,0,0,0,0,1,6
   model VITALITY 50,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model nespecificat,18,0,0,0,13,2,3,18,0,0,0,0,0,0,18
 total marca LEIKE,2,0,0,1,1,0,0,2,0,0,0,0,0,2,0
   model LEIKE,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
   model nespecificat,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
 total marca LEONE,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model RX6,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
 total marca LIFAN,157,1,1,8,146,1,0,157,0,0,0,2,8,3,144
   model HL50Q-2A,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model nespecificat,156,1,1,7,146,1,0,156,0,0,0,2,7,3,144
 total marca LINGBEN,7,0,1,1,5,0,0,7,0,0,0,0,1,4,2
   model LB50QT-38,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
   model LB50QT-40,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model nespecificat,5,0,1,0,4,0,0,5,0,0,0,0,1,2,2
 total marca LINHAI,6,0,0,0,6,0,0,6,0,0,0,0,0,0,6
   model nespecificat,6,0,0,0,6,0,0,6,0,0,0,0,0,0,6
 total marca LONCIN,12,0,0,1,11,0,0,12,0,0,0,0,0,9,3
   model nespecificat,12,0,0,1,11,0,0,12,0,0,0,0,0,9,3
 total marca LONGJIA,16,0,1,2,13,0,0,16,0,0,0,1,1,6,8
   model ALIEN 50,5,0,0,0,5,0,0,5,0,0,0,0,0,3,2
   model CAPER 50,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model EXACTLY 50,2,0,0,0,2,0,0,2,0,0,0,0,0,0,2
   model EXACTLY50,5,0,0,0,5,0,0,5,0,0,0,0,0,1,4
   model HAWK,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model SPEED FORCE,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
   model nespecificat,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
 total marca M.B.K.,6,0,0,0,0,0,6,6,0,0,0,0,0,0,6
   model nespecificat,6,0,0,0,0,0,6,6,0,0,0,0,0,0,6
 total marca MALAGUTI,101,0,0,4,5,31,61,101,0,0,0,0,2,5,94
   model ADIDAS,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model CENTRO,3,0,0,1,0,0,2,3,0,0,0,0,0,1,2
   model F10 JET-LINE,2,0,0,0,0,1,1,2,0,0,0,0,0,0,2
   model F12 PHANTOM,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model F15,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model F15 FIREFOX,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model FIFTY TOP,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model FIRE FOX,2,0,0,0,0,1,1,2,0,0,0,0,0,0,2
   model FIREFOX F15,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model PHANTOM,7,0,0,0,0,0,7,7,0,0,0,0,0,0,7
   model PHANTOM F12,9,0,0,0,0,1,8,9,0,0,0,0,0,0,9
   model PHANTOM LC,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model nespecificat,71,0,0,2,4,27,38,71,0,0,0,0,1,4,66
 total marca MBK,36,0,0,1,2,3,30,36,0,0,0,0,0,2,34
   model AEROX,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model AEROX R,2,0,0,1,0,1,0,2,0,0,0,0,0,1,1
   model BOOSTER,5,0,0,0,1,1,3,5,0,0,0,0,0,0,5
   model CW 50RSX,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model CW50 SPIRIT,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4
   model THUNDER SP125,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model WHY,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model YA50TA,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YE 50 R,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YN50 OVETTO,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YQ50,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model nespecificat,16,0,0,0,0,0,16,16,0,0,0,0,0,0,16
 total marca MEIDUO,16,0,0,0,16,0,0,16,0,0,0,0,0,0,16
   model MD50QT-15,8,0,0,0,8,0,0,8,0,0,0,0,0,0,8
   model MD50QT-3,5,0,0,0,5,0,0,5,0,0,0,0,0,0,5
   model MD50QT-6,2,0,0,0,2,0,0,2,0,0,0,0,0,0,2
   model nespecificat,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
 total marca MOBRA,6,0,0,0,0,0,6,6,0,0,0,0,0,0,6
   model nespecificat,6,0,0,0,0,0,6,6,0,0,0,0,0,0,6
 total marca MOBYLETTE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
 total marca MOFA,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
 total marca MOTO ZETA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model RALLY 50,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
 total marca MOTOBECANE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
 total marca MOTORHISPANIA,6,0,0,1,0,4,1,6,0,0,0,0,1,0,5
   model FURIA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model FURIA MAX,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model RACING RX,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2
   model nespecificat,2,0,0,0,0,1,1,2,0,0,0,0,0,0,2
 total marca MOTOVESPA,6,0,0,0,0,0,6,6,0,0,0,0,0,0,6
   model ZIP,6,0,0,0,0,0,6,6,0,0,0,0,0,0,6
 total marca MOTOWELL,4,0,0,4,0,0,0,4,0,0,0,0,4,0,0
   model MAGNET 4T,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model MAGNET CITY 4T,3,0,0,3,0,0,0,3,0,0,0,0,3,0,0
 total marca MOTRON,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5
   model nespecificat,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5
 total marca PEDA,18,0,0,2,16,0,0,18,0,0,0,0,1,3,14
   model SHOTGUN 50,3,0,0,1,2,0,0,3,0,0,0,0,0,2,1
   model VIA 50,6,0,0,1,5,0,0,6,0,0,0,0,1,0,5
   model VIA 50 SK50QT-27,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model nespecificat,8,0,0,0,8,0,0,8,0,0,0,0,0,1,7
 total marca PEGAS POWER,23,0,5,18,0,0,0,23,0,0,0,0,7,16,0
   model PEGAS POWER,23,0,5,18,0,0,0,23,0,0,0,0,7,16,0
 total marca PEGASSO,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model VINTAGE 50,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
 total marca PEGASUS,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
 total marca PEUGEOT,656,6,3,15,326,266,40,656,0,0,0,8,9,18,621
   model BUXY,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model DJANGO,3,3,0,0,0,0,0,3,0,0,0,3,0,0,0
   model ELYSEO,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model ELYSTAR,2,0,0,0,1,1,0,2,0,0,0,0,0,0,2
   model ELYSTAR 50,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model FIGHT,71,0,0,1,37,33,0,71,0,0,0,0,0,1,70
   model GEO,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model JETFORCE,42,0,0,2,33,7,0,42,0,0,0,0,0,3,39
   model KISBEE,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
   model LOOXOR,3,0,0,0,2,1,0,3,0,0,0,0,0,0,3
   model LUDIX,96,0,1,0,83,12,0,96,0,0,0,1,0,0,95
   model METROPOLIS,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
   model REGGAL,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model S1B,5,0,0,0,0,2,3,5,0,0,0,0,0,0,5
   model SPEED FIGHT 2,4,0,0,0,0,3,1,4,0,0,0,0,0,0,4
   model SPEED FIGHT N,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model SPEEDFIGHT,6,1,0,0,3,1,1,6,0,0,0,1,0,1,4
   model SV,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model SV EXECUTIVE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model SV GEO,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model TREK,10,0,0,0,8,2,0,10,0,0,0,0,0,0,10
   model TREKKER 100,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model TWEET,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0
   model VCLIC,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model VIVACITY,116,0,0,3,108,5,0,116,0,0,0,0,2,3,111
   model X-FIGHT,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model XR6,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3
   model ZENITH,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model nespecificat,275,0,1,7,48,196,23,275,0,0,0,0,6,9,260
 total marca PGO,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model SUPER COMET 50,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
 total marca PIAGGIO,370,12,33,28,56,102,139,370,0,0,0,35,25,32,278
   model -,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model ET2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model EXTREME,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model FLY,9,0,1,2,6,0,0,9,0,0,0,1,0,4,4
   model FREE,11,0,0,0,0,0,11,11,0,0,0,0,0,0,11
   model GILERA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model GILERA RUNNER,2,0,0,0,0,1,1,2,0,0,0,0,0,0,2
   model GILERA TYPHOON,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model ICE,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model LIBERTY,45,3,11,3,6,7,15,45,0,0,0,12,3,5,25
   model LIBERTY 50,3,0,0,0,0,2,1,3,0,0,0,0,0,0,3
   model LIBERTY 50 POST,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model MC3 NRG,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model NRG,2,0,0,0,0,1,1,2,0,0,0,0,0,0,2
   model NRG 50,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model NRG POWER,6,0,0,0,5,1,0,6,0,0,0,0,0,0,6
   model NRG POWER DT,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model QUARZ 50,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model SFERA,8,0,0,0,0,0,8,8,0,0,0,0,0,0,8
   model SFERA 50,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model SI,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model SPORT,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4
   model TYPHOON,3,0,1,0,1,1,0,3,0,0,0,0,1,0,2
   model VESPA,30,0,2,11,8,2,7,30,0,0,0,0,8,7,15
   model VESPA 50L,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model VESPA 50S,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model VESPA LX 50,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model VESPA PK50,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model VESPA PRIMAVERA,19,5,12,2,0,0,0,19,0,0,0,14,5,0,0
   model VESPA PX125E,6,0,0,0,0,2,4,6,0,0,0,0,0,0,6
   model VESPA SPRINT,11,4,6,1,0,0,0,11,0,0,0,8,3,0,0
   model ZIP,6,0,0,0,0,2,4,6,0,0,0,0,0,0,6
   model ZIP 50 4T,4,0,0,0,4,0,0,4,0,0,0,0,0,1,3
   model ZIP II,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model nespecificat,179,0,0,8,25,77,69,179,0,0,0,0,4,14,161
 total marca PIONEER,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
   model GKM,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
 total marca POLARIS,2,0,0,1,1,0,0,2,0,0,0,0,0,1,1
   model SPORTSMAN 800 E,2,0,0,1,1,0,0,2,0,0,0,0,0,1,1
 total marca PUCH,6,0,0,0,0,0,6,6,0,0,0,0,0,0,6
   model TYPHOON,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model nespecificat,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4
 total marca QINGQI,375,0,0,3,146,170,56,375,0,0,0,0,3,0,372
   model QINGOI,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model REX RS450 STREET,6,0,0,0,5,1,0,6,0,0,0,0,0,0,6
   model nespecificat,368,0,0,3,140,169,56,368,0,0,0,0,3,0,365
 total marca QJ,2,0,0,0,2,0,0,2,0,0,0,0,0,1,1
   model TWISTER 50,2,0,0,0,2,0,0,2,0,0,0,0,0,1,1
 total marca QUINGQI,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
 total marca RICH MOTORS,4,0,0,1,3,0,0,4,0,0,0,0,1,2,1
   model ALIEN,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model RM50Q-2,3,0,0,0,3,0,0,3,0,0,0,0,0,2,1
 total marca RIDE,4,0,0,4,0,0,0,4,0,0,0,0,4,0,0
   model JUMP,3,0,0,3,0,0,0,3,0,0,0,0,3,0,0
   model PARADISE,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
 total marca RIEJU,27,0,0,1,24,1,1,27,0,0,0,0,1,2,24
   model MRX50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model TOREO 50,13,0,0,0,13,0,0,13,0,0,0,0,0,1,12
   model nespecificat,13,0,0,1,10,1,1,13,0,0,0,0,1,1,11
 total marca ROMET MOTORS,3,1,2,0,0,0,0,3,0,0,0,3,0,0,0
   model OGAR 202,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
   model RXL,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
   model nespecificat,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
 total marca S.M.C.,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
 total marca SACHS,11,0,0,5,5,1,0,11,0,0,0,0,2,4,5
   model MADASS,3,0,0,2,1,0,0,3,0,0,0,0,1,1,1
   model RC 505 MADASS,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model SPEED FORCE,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model SX1,2,0,0,0,2,0,0,2,0,0,0,0,0,0,2
   model nespecificat,4,0,0,2,2,0,0,4,0,0,0,0,0,3,1
 total marca SAMPO,2,0,0,1,1,0,0,2,0,0,0,0,1,0,1
   model SHB50QT-4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model SP50QT-16,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
 total marca SANILI,4,0,1,0,2,1,0,4,0,0,0,1,0,0,3
   model nespecificat,4,0,1,0,2,1,0,4,0,0,0,1,0,0,3
 total marca SANLI,3,0,0,1,2,0,0,3,0,0,0,0,1,0,2
   model nespecificat,3,0,0,1,2,0,0,3,0,0,0,0,1,0,2
 total marca SANYANG,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model nespecificat,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
 total marca SCOMADI,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model TURISMO LEGGERA 50,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
 total marca SHENKE,3,0,0,0,3,0,0,3,0,0,0,0,0,2,1
   model -,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0
   model SK50QT-27,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
 total marca SIAMOTO,3,0,0,0,0,2,1,3,0,0,0,0,0,0,3
   model nespecificat,3,0,0,0,0,2,1,3,0,0,0,0,0,0,3
 total marca SIMSON,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model nespecificat,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
 total marca SIX DAYS,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model nespecificat,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
 total marca SKY TEAM,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
 total marca SKYGO,5,0,0,0,5,0,0,5,0,0,0,0,0,0,5
   model SG50Q-11G,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model SG50Q-2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model SG50QT-15A,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3
 total marca SMC,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
 total marca STELLA,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model nespecificat,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
 total marca SUZUKI,49,0,1,0,11,15,22,49,0,0,0,1,0,0,48
   model AP50,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model AY50A,11,0,0,0,11,0,0,11,0,0,0,0,0,0,11
   model DL650,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
   model GSX600F,7,0,0,0,0,0,7,7,0,0,0,0,0,0,7
   model KATANA,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model SV650,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model nespecificat,25,0,0,0,0,14,11,25,0,0,0,0,0,0,25
 total marca SYM,17,0,1,6,7,0,3,17,0,0,0,0,2,10,5
   model CROX,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
   model JET 4,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model JET X EURO,2,0,0,1,1,0,0,2,0,0,0,0,0,2,0
   model JET50,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model N.A.,2,0,0,1,1,0,0,2,0,0,0,0,0,1,1
   model SYMPHONY SR 50,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
   model SYMPLY 50,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0
   model XS50QT,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
   model nespecificat,4,0,0,2,1,0,1,4,0,0,0,0,1,1,2
 total marca TAIWAN GOLDEN BEE,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
 total marca TAURIS,4,0,0,0,4,0,0,4,0,0,0,0,0,0,4
   model SAMBA 50,4,0,0,0,4,0,0,4,0,0,0,0,0,0,4
 total marca TGB,12,0,0,2,9,1,0,12,0,0,0,0,2,1,9
   model PEGASUS,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model nespecificat,11,0,0,2,9,0,0,11,0,0,0,0,2,1,8
 total marca TOMOS,33,0,0,0,10,22,1,33,0,0,0,0,0,0,33
   model COLIBRI,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model FLEXER 45,32,0,0,0,10,22,0,32,0,0,0,0,0,0,32
 total marca VAMOS,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
 total marca VESPA,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model MINI,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
 total marca WANGYE,16,0,1,0,15,0,0,16,0,0,0,0,1,3,12
   model 50HFI,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
   model 50QT-4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model WANGYE 50QT-4,13,0,0,0,13,0,0,13,0,0,0,0,0,2,11
   model WANGYE 50QT-7A,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
 total marca XINGYUE,4,0,0,0,4,0,0,4,0,0,0,0,0,0,4
   model nespecificat,4,0,0,0,4,0,0,4,0,0,0,0,0,0,4
 total marca YADEA,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0
   model C-LINE,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0
 total marca YAMAHA,196,1,3,8,104,29,51,196,0,0,0,2,9,9,176
   model AEROX,2,0,0,0,1,0,1,2,0,0,0,0,0,0,2
   model AXIS,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model BWS50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model CS50,4,0,0,0,3,1,0,4,0,0,0,0,0,0,4
   model CS50Z,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model CW50RS,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3
   model DT 50 MXS,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model FZ6-S FAZER,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model MBK YN 50,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model MIDNIGHT VENTURE,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model NS50,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
   model NS50N,2,0,1,1,0,0,0,2,0,0,0,0,2,0,0
   model OVETO,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model OVETTO,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5
   model SLIDER,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model TZR 50,12,1,0,1,8,2,0,12,0,0,0,1,1,3,7
   model TZR50,4,0,0,0,1,3,0,4,0,0,0,0,0,0,4
   model WHY50,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XC 125T,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XC 125T CYGNUS,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XT 600 E,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5
   model XT660Z,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model XVS950A,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model YH50,21,0,0,0,20,1,0,21,0,0,0,0,0,1,20
   model YM50 BREEZE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YN50,2,0,0,1,1,0,0,2,0,0,0,0,1,0,1
   model YN50 NEO'S,2,0,1,0,0,0,1,2,0,0,0,0,1,0,1
   model YN50 NEOS,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model YN50F,2,0,0,1,1,0,0,2,0,0,0,0,1,1,0
   model YN50FU,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model YN50R,7,0,0,0,6,1,0,7,0,0,0,0,0,0,7
   model YQ50,65,0,0,2,54,9,0,65,0,0,0,0,1,4,60
   model YQ50 AEROX,3,0,0,0,0,1,2,3,0,0,0,0,0,0,3
   model YZF,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model nespecificat,37,0,0,0,3,8,26,37,0,0,0,0,0,0,37
 total marca YAMASAKI,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
   model YM125T-U,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
 total marca YIBEN,2,0,0,0,2,0,0,2,0,0,0,0,0,1,1
   model YB50QT-9,2,0,0,0,2,0,0,2,0,0,0,0,0,1,1
 total marca YIYING,59,0,3,10,46,0,0,59,0,0,0,1,10,10,38
   model ---,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model LIGHT 50,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model PYTHON 50,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0
   model nespecificat,55,0,3,9,43,0,0,55,0,0,0,1,9,7,38
 total marca ZHONGYU,8,0,0,0,5,3,0,8,0,0,0,0,0,1,7
   model SAHARA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model nespecificat,7,0,0,0,4,3,0,7,0,0,0,0,0,1,6
 total marca ZNEN,12,0,0,3,9,0,0,12,0,0,0,0,1,11,0
   model ZN50QT-11,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0
   model ZN50QT-11B,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model ZN50QT-15A,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0
   model ZN50QT-15D,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model ZN50QT-19,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0
   model ZN50QT-E,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
