MINISTERUL AFACERILOR INTERNE,,,,,,,,TOTAL,,,,,
DIRECTIA REGIM PERMISE DE CONDUCERE SI INMATRICULARE A VEHICULELOR,,,,,,,,,,,,,
PARC AUTO LA 31.12.2019,,,,,,,,,,,,,
CATEGORIA DE FOLOSINTA,Numar,Vechime (ani),,,,,,Carburant,,Vechime (ani),,,
,,0--2,3--5,6--10,11--15,16--20,>20,Motorina,Benzina,0--4,5--8,9--12,peste 12
   model nespecificat,3397,0,0,0,0,9,3388,3216,181,0,0,0,3397
 total marca AUTOMECANICA,102,0,0,0,0,0,102,102,0,0,0,0,102
   model 19215,1,0,0,0,0,0,1,1,0,0,0,0,1
   model nespecificat,101,0,0,0,0,0,101,101,0,0,0,0,101
 total marca AUTOTIM,1,0,0,0,0,0,1,1,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,1,0,0,0,0,1
 total marca AVIA,260,0,0,7,19,5,229,260,0,0,7,15,238
   model 150,1,0,0,0,1,0,0,1,0,0,0,0,1
   model AVIA,1,0,0,0,1,0,0,1,0,0,0,1,0
   model D 75,1,0,0,0,0,1,0,1,0,0,0,0,1
   model D100-185,1,0,0,0,1,0,0,1,0,0,0,1,0
   model D100.185,2,0,0,0,2,0,0,2,0,0,0,2,0
   model D120 185,1,0,0,0,1,0,0,1,0,0,0,1,0
   model D120-185,8,0,0,1,7,0,0,8,0,0,1,7,0
   model D120-210,1,0,0,1,0,0,0,1,0,0,1,0,0
   model D90-150,1,0,0,0,1,0,0,1,0,0,0,0,1
   model nespecificat,243,0,0,5,5,4,229,243,0,0,5,3,235
 total marca BAJAJ,1,0,0,0,0,0,1,1,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,1,0,0,0,0,1
 total marca BARKAS,613,0,0,0,0,0,613,18,595,0,0,0,613
   model nespecificat,613,0,0,0,0,0,613,18,595,0,0,0,613
 total marca BC-LDS,1,0,1,0,0,0,0,1,0,1,0,0,0
   model ACG-27/A10,1,0,1,0,0,0,0,1,0,1,0,0,0
 total marca BEDFORD,84,0,0,0,0,0,84,63,21,0,0,0,84
   model NKA,1,0,0,0,0,0,1,1,0,0,0,0,1
   model RASCAL,1,0,0,0,0,0,1,0,1,0,0,0,1
   model TM 6X6,1,0,0,0,0,0,1,1,0,0,0,0,1
   model TM4X4,1,0,0,0,0,0,1,1,0,0,0,0,1
   model nespecificat,80,0,0,0,0,0,80,60,20,0,0,0,80
 total marca BERLIET,2,0,0,0,0,0,2,2,0,0,0,0,2
   model nespecificat,2,0,0,0,0,0,2,2,0,0,0,0,2
 total marca BMC,136,0,0,3,102,31,0,136,0,0,1,24,111
   model MEGASTAR,3,0,0,0,3,0,0,3,0,0,0,0,3
   model MEGASTAR 310P,1,0,0,0,1,0,0,1,0,0,0,0,1
   model PRO 518,3,0,0,0,3,0,0,3,0,0,0,3,0
   model PRO 625,4,0,0,0,3,1,0,4,0,0,0,0,4
   model PRO 625 6X2,1,0,0,0,1,0,0,1,0,0,0,0,1
   model PRO 625 PROFESSIONAL,1,0,0,0,1,0,0,1,0,0,0,0,1
   model PRO 628,1,0,0,0,1,0,0,1,0,0,0,1,0
   model PRO 628 6X4,1,0,0,0,1,0,0,1,0,0,0,0,1
   model PRO 822,2,0,0,0,0,2,0,2,0,0,0,0,2
   model PRO 938,4,0,0,2,2,0,0,4,0,0,0,4,0
   model PRO518,5,0,0,0,5,0,0,5,0,0,0,0,5
   model PRO625,27,0,0,0,27,0,0,27,0,0,0,5,22
   model PRO625 6X2,2,0,0,0,2,0,0,2,0,0,0,0,2
   model PRO625 PROFESSIONAL,3,0,0,0,3,0,0,3,0,0,0,0,3
   model PRO628,20,0,0,0,20,0,0,20,0,0,0,4,16
   model PRO628 6X2,2,0,0,0,2,0,0,2,0,0,0,0,2
   model PRO628 6X4,2,0,0,0,2,0,0,2,0,0,0,0,2
   model PRO938,3,0,0,0,3,0,0,3,0,0,0,3,0
   model PRO938 PROFESSIONAL,9,0,0,0,9,0,0,9,0,0,0,4,5
   model PRO938 PROFESSYONEL,1,0,0,0,1,0,0,1,0,0,0,0,1
   model PROFESSIONAL,1,0,0,1,0,0,0,1,0,0,1,0,0
   model nespecificat,40,0,0,0,12,28,0,40,0,0,0,0,40
 total marca BMW,220,0,2,39,99,79,1,217,3,0,3,48,169
   model 320,1,0,0,0,1,0,0,1,0,0,0,0,1
   model 320 D,4,0,0,0,4,0,0,4,0,0,0,0,4
   model 320D,3,0,0,1,1,1,0,3,0,0,0,1,2
   model 323,1,0,0,0,0,0,1,0,1,0,0,0,1
   model 330D XDRIVE,1,0,0,0,1,0,0,1,0,0,0,1,0
   model 530D,1,0,0,0,1,0,0,1,0,0,0,0,1
   model 530XD,3,0,0,0,3,0,0,3,0,0,0,0,3
   model X3,18,0,0,0,11,7,0,18,0,0,0,0,18
   model X3 2.0 D,1,0,0,0,1,0,0,1,0,0,0,0,1
   model X3 2.0D,2,0,0,0,2,0,0,2,0,0,0,0,2
   model X3 3.0D,2,0,0,0,1,1,0,2,0,0,0,0,2
   model X3 XDRIVE20D,1,0,0,1,0,0,0,1,0,0,0,1,0
   model X4 XDRIVE20D,1,0,1,0,0,0,0,1,0,0,1,0,0
   model X5,127,0,0,0,62,65,0,125,2,0,0,6,121
   model X5 3.0D,1,0,0,0,1,0,0,1,0,0,0,0,1
   model X5 3.0D,9,0,0,0,6,3,0,9,0,0,0,0,9
   model X5 3.0D VAN,1,0,0,0,0,1,0,1,0,0,0,0,1
   model X5 3.0D XDRIVE,1,0,0,0,1,0,0,1,0,0,0,0,1
   model X5 VAN,1,0,0,0,0,1,0,1,0,0,0,0,1
   model X5 X DRIVE 40D,1,0,0,1,0,0,0,1,0,0,0,1,0
   model X5 XDRIVE30D,1,0,0,1,0,0,0,1,0,0,0,1,0
   model X5 XDRIVE35D,1,0,0,1,0,0,0,1,0,0,0,1,0
   model X5 XDRIVE40D,3,0,0,3,0,0,0,3,0,0,0,3,0
   model X5XDRIVE30D,11,0,0,11,0,0,0,11,0,0,0,11,0
   model X6,3,0,0,1,2,0,0,3,0,0,0,3,0
   model X6 XDRIVE 30D,1,0,0,1,0,0,0,1,0,0,0,1,0
   model X6 XDRIVE 35D,1,0,0,0,1,0,0,1,0,0,0,1,0
   model X6 XDRIVE30D,8,0,1,7,0,0,0,8,0,0,1,7,0
   model X6 XDRIVE40D,11,0,0,11,0,0,0,11,0,0,1,10,0
 total marca BREMACH,22,0,0,0,1,4,17,22,0,0,0,0,22
   model 120 EL 21,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 50X4,1,0,0,0,1,0,0,1,0,0,0,0,1
   model BRICK 4X4,1,0,0,0,0,1,0,1,0,0,0,0,1
   model GR 35,1,0,0,0,0,0,1,1,0,0,0,0,1
   model nespecificat,18,0,0,0,0,3,15,18,0,0,0,0,18
 total marca BREMACK,1,0,0,0,0,0,1,1,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,1,0,0,0,0,1
 total marca BUCHER,4,0,0,0,2,1,1,4,0,0,0,0,4
   model B80 35 4X4,1,0,0,0,0,1,0,1,0,0,0,0,1
   model BUCHER- GUYER,1,0,0,0,1,0,0,1,0,0,0,0,1
   model DURO 4X4,1,0,0,0,0,0,1,1,0,0,0,0,1
   model MOWAG DURO II 6X6,1,0,0,0,1,0,0,1,0,0,0,0,1
 total marca CADILLAC,13,0,1,2,9,1,0,0,12,1,0,6,6
   model ESCALADE,1,0,0,0,1,0,0,0,1,0,0,1,0
   model nespecificat,12,0,1,2,8,1,0,0,11,1,0,5,6
 total marca CHEVROLET,109,1,4,3,20,18,63,32,77,5,1,6,97
   model 3.5,1,0,0,0,1,0,0,0,1,0,0,0,1
   model AVALANCHE,4,0,0,0,0,4,0,0,4,0,0,0,4
   model BLAZER,2,0,0,0,0,0,2,2,0,0,0,0,2
   model CAPTIVA,4,0,0,0,4,0,0,3,1,0,0,2,2
   model CHEYENNE,1,0,0,0,0,0,1,1,0,0,0,0,1
   model COLORADO,1,0,0,0,1,0,0,1,0,0,0,0,1
   model LTZ,1,0,0,0,1,0,0,0,1,0,0,0,1
   model M1008,1,0,0,0,0,0,1,1,0,0,0,0,1
   model MPY,1,0,0,0,0,1,0,0,1,0,0,0,1
   model PICK-UP,6,0,0,0,0,1,5,1,5,0,0,0,6
   model PICK-UP M1028,1,0,0,0,0,0,1,1,0,0,0,0,1
   model PICKUP,2,0,0,0,0,0,2,0,2,0,0,0,2
   model SILVERADO,3,0,0,0,1,0,2,1,2,0,0,0,3
   model SILVERADO HD DURAMAX,1,0,0,0,0,1,0,1,0,0,0,0,1
   model SILVERADO K350,1,0,0,0,1,0,0,1,0,0,0,0,1
   model SILVERADO SPORT,2,0,0,0,0,2,0,2,0,0,0,0,2
   model STEPVAN,1,0,0,0,0,0,1,0,1,0,0,0,1
   model TRAILBLAZER,2,0,0,0,0,2,0,0,2,0,0,0,2
   model TRANS SPORT,1,0,0,0,0,0,1,0,1,0,0,0,1
   model nespecificat,73,1,4,3,11,7,47,17,56,5,1,4,63
 total marca CHRYSLER,61,0,0,0,12,38,11,57,4,0,0,3,58
   model GRAND CHEROKEE,1,0,0,0,0,0,1,0,1,0,0,0,1
   model GRAND VOYAGER,18,0,0,0,3,11,4,18,0,0,0,1,17
   model PT CRUISER,7,0,0,0,2,5,0,6,1,0,0,2,5
   model PT CRUISER 2.2 CRD VAN,1,0,0,0,0,1,0,1,0,0,0,0,1
   model VOYAGER,25,0,0,0,7,15,3,25,0,0,0,0,25
   model nespecificat,9,0,0,0,0,6,3,7,2,0,0,0,9
 total marca CITROEN,20585,1208,2021,3662,6767,4459,2468,19780,794,2586,2742,4254,11003
   model BERLING0,49,0,0,0,4,45,0,49,0,0,0,3,46
   model BERLINGO,2989,80,183,559,939,835,393,2830,153,167,384,711,1727
   model BERLINGO HDI,3,0,0,0,0,3,0,3,0,0,0,0,3
   model BOXER,1,0,1,0,0,0,0,1,0,1,0,0,0
   model C 15D,1,0,0,0,0,0,1,1,0,0,0,0,1
   model C 2,2,0,0,1,1,0,0,2,0,0,0,1,1
   model C 25,8,0,0,0,0,0,8,8,0,0,0,0,8
   model C 25 D,2,0,0,0,0,0,2,2,0,0,0,0,2
   model C 4,2,0,0,0,2,0,0,2,0,0,0,0,2
   model C-CROSSER,1,0,0,0,1,0,0,1,0,0,0,1,0
   model C15,16,0,0,0,3,11,2,16,0,0,0,0,16
   model C15D,12,0,0,0,0,2,10,12,0,0,0,0,12
   model C15RD,1,0,0,0,0,0,1,1,0,0,0,0,1
   model C2,52,0,0,0,45,7,0,51,1,0,0,8,44
   model C2 HDI,1,0,0,0,1,0,0,1,0,0,0,1,0
   model C25,14,0,0,0,0,0,14,13,1,0,0,0,14
   model C25D,7,0,0,0,0,0,7,7,0,0,0,0,7
   model C3,90,0,0,10,38,42,0,88,2,0,5,13,72
   model C3 PICASSO,1,0,0,1,0,0,0,1,0,0,1,0,0
   model C4,24,0,1,4,19,0,0,24,0,0,2,10,12
   model C4 PICASSO,13,0,0,10,3,0,0,13,0,0,0,11,2
   model C5,5,0,0,2,1,2,0,5,0,0,0,3,2
"   model C5 VAN 2,7 HDI",1,0,0,0,1,0,0,1,0,0,0,1,0
   model C8,14,0,0,0,7,7,0,14,0,0,0,0,14
   model C8 HDI,2,0,0,0,2,0,0,2,0,0,0,0,2
   model DISPATCH,17,0,0,3,11,3,0,17,0,0,1,7,9
   model DS5,1,0,0,1,0,0,0,1,0,0,1,0,0
   model EUROCARGO,1,0,0,0,1,0,0,1,0,0,0,1,0
   model JUMPER,11646,1068,1788,2448,3892,1808,642,11636,9,2325,2052,2658,4611
   model JUMPER 1.9D,1,0,0,0,0,0,1,1,0,0,0,0,1
   model JUMPER 2.2HDI,9,0,0,0,9,0,0,9,0,0,0,0,9
   model JUMPER 2.5 TD,1,0,0,0,0,0,1,1,0,0,0,0,1
   model JUMPER 2.5 TDI,1,0,0,0,0,0,1,1,0,0,0,0,1
   model JUMPER 2.8 HDI,7,0,0,0,1,6,0,7,0,0,0,0,7
   model JUMPER 35LH 2.2HDI,1,0,0,0,1,0,0,1,0,0,0,0,1
   model JUMPER HDI,2,0,0,0,2,0,0,2,0,0,0,1,1
   model JUMPER II,1,0,0,0,0,1,0,1,0,0,0,0,1
   model JUMPER LAMBOX,1,0,1,0,0,0,0,1,0,0,1,0,0
   model JUMPER MULTICAB,3,0,1,2,0,0,0,3,0,1,2,0,0
   model JUMPER ODER RELAY,1,0,0,1,0,0,0,1,0,0,1,0,0
   model JUMPER ODER RELAY,5,0,1,4,0,0,0,5,0,1,3,1,0
   model JUMPER PLATEAU,1,0,0,1,0,0,0,1,0,0,0,1,0
   model JUMPER RELAY,1,0,0,0,1,0,0,1,0,0,0,0,1
   model JUMPY,1434,60,40,359,566,283,126,1430,4,89,130,482,733
   model JUMPY 1.9D,1,0,0,0,0,0,1,1,0,0,0,0,1
   model JUMPY 19TD,1,0,0,0,0,0,1,1,0,0,0,0,1
   model JUMPY BUSINESS VAN,2,0,0,2,0,0,0,2,0,0,2,0,0
   model NEMO,480,0,3,246,231,0,0,358,118,0,151,329,0
   model PICASSO,1,0,0,0,0,1,0,1,0,0,0,0,1
   model RELAY,96,0,0,8,37,51,0,96,0,0,6,7,83
   model SAXO,27,0,0,0,0,20,7,22,5,0,0,0,27
   model XANTIA,1,0,0,0,0,1,0,1,0,0,0,0,1
   model XM,1,0,0,0,0,0,1,1,0,0,0,0,1
   model XSARA,23,0,0,0,1,19,3,23,0,0,0,0,23
   model XSARA PICASS0,1,0,0,0,0,1,0,1,0,0,0,0,1
   model XSARA PICASSO,42,0,0,0,15,27,0,41,1,0,0,3,39
   model XSARA PICASSO VAN,1,0,0,0,0,1,0,1,0,0,0,0,1
   model ZX,1,0,0,0,0,0,1,1,0,0,0,0,1
   model nespecificat,3462,0,2,0,932,1283,1245,2962,500,2,0,1,3459
 total marca CPD BODIES LTD,1,0,1,0,0,0,0,1,0,1,0,0,0
   model BOX,1,0,1,0,0,0,0,1,0,1,0,0,0
 total marca DAC,525,1,0,0,1,0,523,525,0,1,0,1,523
   model 11.154 FAEM,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 665,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 665T,1,0,0,0,0,0,1,1,0,0,0,0,1
   model nespecificat,522,1,0,0,1,0,520,522,0,1,0,1,520
 total marca DACIA,132958,6519,8865,10992,42483,27341,36758,69854,63074,12700,9212,15481,95565
"   model 1,9D",1,0,0,0,0,1,0,1,0,0,0,0,1
   model 1.9D 4X4,2,0,0,0,2,0,0,2,0,0,0,0,2
   model 1.9D-4WD,2,0,0,0,0,2,0,2,0,0,0,0,2
   model 1304,2092,1,1,2,302,853,933,595,1497,2,1,7,2082
   model 1304 PICK UP 1.9D,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 1304 1.9D4X4,1,0,0,0,1,0,0,1,0,0,0,0,1
   model 1304 D,1,0,0,0,1,0,0,1,0,0,0,0,1
   model 1304 DROP-SIDE,253,0,0,0,221,22,10,230,23,0,0,0,253
   model 1304 L,29,0,0,0,0,0,29,0,29,0,0,0,29
   model 1304 PICK-UP,265,0,0,0,209,26,30,220,45,0,0,0,265
   model 1304 PICK-UP E,2,0,0,0,0,0,2,0,2,0,0,0,2
   model 1304 PICK-UP T,2,0,0,0,0,0,2,0,2,0,0,0,2
   model 1304 PICK-UP1.9D 4WD,21,0,0,0,0,21,0,21,0,0,0,0,21
   model 1304 PK-01E,1,0,0,0,0,0,1,0,1,0,0,0,1
   model 1304 PUCK-UP,1,0,0,0,0,0,1,0,1,0,0,0,1
   model 1304 RI,2,0,0,0,0,2,0,0,2,0,0,0,2
   model 1304 SISB-2,1,0,0,0,1,0,0,1,0,0,0,0,1
   model 1304DROP-SIDE 1.9D,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 1304PICK-UP,4,0,0,0,0,0,4,0,4,0,0,0,4
   model 1304PICK-UP E,1,0,0,0,0,0,1,0,1,0,0,0,1
   model 1304PU-02 R4WD,1,0,0,0,0,0,1,0,1,0,0,0,1
   model 1304RI DROP-SIDE,1,0,0,0,0,1,0,0,1,0,0,0,1
   model 1304TLX,1,0,0,0,0,0,1,0,1,0,0,0,1
   model 1305,1616,1,0,1,269,791,554,503,1113,1,0,4,1611
   model 1305 DROP SIDE,1,0,0,0,0,1,0,0,1,0,0,0,1
   model 1305 DROP-SIDE,193,0,0,0,148,36,9,164,29,0,0,0,193
   model 1305 KING CAB,1,0,0,0,0,0,1,0,1,0,0,0,1
   model 1305 PICK UP,1,0,0,0,0,1,0,0,1,0,0,0,1
   model 1305 PICK-UP,291,0,0,0,233,48,10,271,20,0,0,0,291
   model 1305 PICK-UP T,3,0,0,0,0,0,3,0,3,0,0,0,3
   model 1305 PU-01 1.9D-F,14,0,0,0,0,14,0,14,0,0,0,0,14
   model 1305 RI,1,0,0,0,0,1,0,0,1,0,0,0,1
   model 1305 RI PICK-UP,12,0,0,0,0,12,0,0,12,0,0,0,12
   model 1305PICK-UP,2,0,0,0,0,0,2,0,2,0,0,0,2
   model 1305RI PICK-UP,3,0,0,0,0,3,0,0,3,0,0,0,3
   model 1305SFSB 1R-S,1,0,0,0,0,0,1,0,1,0,0,0,1
   model 1307,1962,0,0,7,381,1120,454,753,1209,0,5,10,1947
   model 1307 1.9D,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 1307 4WD,1,0,0,0,0,1,0,0,1,0,0,0,1
   model 1307 4WD RI,1,0,0,0,0,1,0,0,1,0,0,0,1
   model 1307 DOUBLE CAB,3,0,0,0,0,3,0,3,0,0,0,0,3
   model 1307 DOUBLE CAB 1.9D 4X4,2,0,0,0,1,0,1,2,0,0,0,0,2
   model 1307 DOUBLE CAB 1.9D4WD,54,0,0,0,2,52,0,54,0,0,0,0,54
   model 1307 DOUBLE CAB 4X4,2,0,0,0,1,1,0,2,0,0,0,0,2
   model 1307 DUBLE CAB,1,0,0,0,1,0,0,1,0,0,0,0,1
   model 1307 F,4,0,0,0,0,4,0,0,4,0,0,0,4
   model 1307 FRI,3,0,0,0,0,3,0,0,3,0,0,0,3
   model 1307 PICK-UP,497,0,0,0,326,123,48,381,116,0,0,0,497
   model 1307 PICK-UP F,336,0,0,0,232,79,25,279,57,0,0,0,336
   model 1307 R-4WD,1,0,0,0,0,0,1,0,1,0,0,0,1
   model 1307F,2,0,0,0,0,0,2,0,2,0,0,0,2
   model 1307F SFSB-4 R-F,2,0,0,0,0,0,2,0,2,0,0,0,2
   model 1307L,3,0,0,0,0,0,3,0,3,0,0,0,3
   model 1307PICK-UP FF,3,0,0,0,0,0,3,0,3,0,0,0,3
   model 1307PICK-UP FT,1,0,0,0,0,0,1,0,1,0,0,0,1
   model 1307PICK-UP T,2,0,0,0,0,0,2,0,2,0,0,0,2
   model 1309,3,0,0,0,0,1,2,1,2,0,0,0,3
   model 1310,2,0,0,0,0,1,1,0,2,0,0,0,2
   model D 1307,4,0,0,0,0,3,1,2,2,0,0,0,4
   model D0KKER,18,8,5,5,0,0,0,10,8,10,8,0,0
   model D1304,14,0,0,0,9,5,0,11,3,0,0,0,14
   model D1305,13,0,0,0,0,13,0,1,12,0,0,0,13
   model D1305 1.9D-F,2,0,0,0,0,2,0,2,0,0,0,0,2
   model D1305 DROP-SIDE,1,0,0,0,1,0,0,0,1,0,0,0,1
   model D1305-AM008 R-F,1,0,0,0,1,0,0,0,1,0,0,0,1
   model D1307,2,0,0,0,2,0,0,2,0,0,0,0,2
   model D1307 D/E3-4WD,20,0,0,0,18,2,0,20,0,0,0,0,20
   model DACIA 1307,2,0,0,0,0,2,0,0,2,0,0,0,2
   model DOKKER,17725,5840,7808,4077,0,0,0,15762,1947,11482,6243,0,0
   model DOUBLE CAB,7,0,0,0,6,1,0,7,0,0,0,0,7
"   model DOUBLE CAB 1,9 4X4",1,0,0,0,0,1,0,1,0,0,0,0,1
   model DOUBLE CAB 1.9D,5,0,0,0,2,3,0,5,0,0,0,0,5
   model DOUBLE CAB 1.9D 4X4,45,0,0,1,41,3,0,45,0,0,0,2,43
   model DOUBLE CAB.1.9D 4X4,3,0,0,0,3,0,0,3,0,0,0,0,3
   model DROP SIDE,18,0,0,0,16,2,0,18,0,0,0,0,18
"   model DROP SIDE 1,9D",1,0,0,0,0,1,0,1,0,0,0,0,1
   model DROP SIDE 1.9D,4,0,0,0,3,1,0,4,0,0,0,0,4
   model DROP SIDE 1.9D 4X4,40,0,0,0,6,34,0,40,0,0,0,0,40
   model DROP SIDE 1.9D4X4,1,0,0,0,1,0,0,1,0,0,0,0,1
   model DROP-SIDE,3,0,0,0,0,1,2,2,1,0,0,0,3
   model DROP-SIDE 1.9D,1,0,0,0,1,0,0,1,0,0,0,0,1
   model DROPSIDE 1.9D,1,0,0,0,1,0,0,1,0,0,0,0,1
   model DUSTER,2019,624,881,514,0,0,0,1967,52,1077,923,19,0
   model DUSTER VAN,1,0,0,1,0,0,0,1,0,0,0,1,0
   model E3-F,2,0,0,0,2,0,0,2,0,0,0,0,2
   model ESTAFETTE,1,0,0,0,0,0,1,0,1,0,0,0,1
   model F1305,1,0,0,0,0,1,0,1,0,0,0,0,1
   model F1307,1,0,0,0,0,1,0,0,1,0,0,0,1
   model LOGAN,23251,44,169,6378,16655,5,0,15904,7333,126,2028,15422,5675
   model LOGAN 1.5DCI,2,0,0,0,2,0,0,2,0,0,0,2,0
   model LOGAN PICK-UP,3,0,0,1,2,0,0,2,1,0,1,2,0
   model LOGAN PU PACK,1,0,0,0,1,0,0,1,0,0,0,1,0
   model LOGAN VAN,1,0,0,0,1,0,0,1,0,0,0,1,0
   model PICK UP,2,0,0,0,1,0,1,2,0,0,0,0,2
   model PICK UP 1.9D,7,0,0,0,2,5,0,7,0,0,0,0,7
   model PICK UP 1.9D 4X4,24,0,0,0,22,2,0,24,0,0,0,0,24
   model PICK-UP,1,0,0,0,0,0,1,0,1,0,0,0,1
   model PICK-UP 1.9D,6,0,0,0,3,3,0,6,0,0,0,0,6
   model PICK-UP 1.9D 4X4,5,0,0,0,3,2,0,5,0,0,0,0,5
   model PICK-UP 1.9D/4X4,1,0,0,0,1,0,0,1,0,0,0,0,1
   model PICK-UP 1.9D4X4,1,0,0,0,0,1,0,1,0,0,0,0,1
   model SANDERO,5,0,1,4,0,0,0,4,1,1,2,2,0
   model nespecificat,81980,1,0,1,23346,24020,34612,32479,49501,1,1,8,81970
 total marca DACIA - ROMTURINGIA,406,1,402,3,0,0,0,406,0,195,211,0,0
   model DUSTER,406,1,402,3,0,0,0,406,0,195,211,0,0
 total marca DAEWOO,1893,0,0,0,175,578,1140,145,1748,0,0,0,1893
   model DAEWOO,1,0,0,0,0,1,0,1,0,0,0,0,1
   model DAMAS,7,0,0,0,0,2,5,0,7,0,0,0,7
   model DAMAS VAN,6,0,0,0,0,0,6,0,6,0,0,0,6
   model LB 1.9D,1,0,0,0,0,0,1,1,0,0,0,0,1
   model LUBLIN,25,0,0,0,0,25,0,25,0,0,0,0,25
   model LUBLIN 3,7,0,0,0,1,6,0,7,0,0,0,0,7
   model LUBLIN 404,3,0,0,0,0,3,0,3,0,0,0,0,3
   model MATIZ,12,0,0,0,3,8,1,0,12,0,0,0,12
   model NUBIRA II,2,0,0,0,2,0,0,0,2,0,0,0,2
   model ROY 1.9D,2,0,0,0,0,2,0,2,0,0,0,0,2
   model ST 1.9 D,1,0,0,0,0,1,0,1,0,0,0,0,1
   model ST 1.9D,2,0,0,0,0,1,1,2,0,0,0,0,2
   model TERCAM,1,0,0,0,0,0,1,1,0,0,0,0,1
   model TERCAM RPE210,1,0,0,0,0,1,0,1,0,0,0,0,1
   model TRUCK,10,0,0,0,0,8,2,10,0,0,0,0,10
"   model TRUCK 1,9D",1,0,0,0,0,0,1,1,0,0,0,0,1
   model TRUCK 1.9 D,1,0,0,0,0,1,0,1,0,0,0,0,1
   model TRUCK 1.9D,2,0,0,0,0,1,1,2,0,0,0,0,2
   model TRUCK PLUS,1,0,0,0,0,1,0,1,0,0,0,0,1
   model nespecificat,1807,0,0,0,169,517,1121,86,1721,0,0,0,1807
 total marca DAEWOO-AVIA,2,0,0,0,0,2,0,2,0,0,0,0,2
   model D75,2,0,0,0,0,2,0,2,0,0,0,0,2
 total marca DAF,28509,2326,3745,7597,9638,3829,1374,28508,1,4714,5665,7197,10933
   model /,1,0,0,1,0,0,0,1,0,0,0,1,0
   model 105 410,23,0,0,0,23,0,0,23,0,0,0,9,14
   model 105.410,206,0,0,10,196,0,0,206,0,0,4,55,147
   model 105.410 XF,3,0,0,0,3,0,0,3,0,0,0,2,1
   model 105.410T,6,0,0,0,6,0,0,6,0,0,0,1,5
   model 105.410XF,1,0,0,1,0,0,0,1,0,0,0,1,0
   model 105.460,200,0,0,16,184,0,0,200,0,0,6,81,113
   model 105.460 XF,19,0,0,17,2,0,0,19,0,0,4,14,1
   model 105.460T,2,0,0,0,2,0,0,2,0,0,0,1,1
   model 105.460XF,6,0,0,4,2,0,0,6,0,0,0,5,1
   model 105.510,3,0,0,2,1,0,0,3,0,0,1,2,0
   model 1053460T,1,0,0,1,0,0,0,1,0,0,0,1,0
   model 105XF410,56,0,0,0,56,0,0,56,0,0,0,22,34
   model 105XF460,1,0,0,1,0,0,0,1,0,0,0,1,0
   model 1300,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 150.410,1,0,0,0,1,0,0,1,0,0,0,1,0
   model 160E2,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 2300,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 2300 TURBO,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 240 ATI,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 2700 ATI,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 270ATI-75,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 2800 ATI,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 304,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 330/ATI,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 360 ATI,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 400,18,0,0,0,0,0,18,18,0,0,0,0,18
   model 430,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 45,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 45 130TI,5,0,0,0,0,1,4,5,0,0,0,0,5
   model 45 150,3,0,0,0,0,2,1,3,0,0,0,0,3
   model 45 160 TI,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 45-160,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 45-160-TI,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 45.120,2,0,0,0,0,0,2,2,0,0,0,0,2
   model 45.130,6,0,0,0,1,2,3,6,0,0,0,0,6
   model 45.130TI,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 45.140,4,0,0,0,4,0,0,4,0,0,0,2,2
   model 45.150,53,0,0,0,7,28,18,53,0,0,0,0,53
   model 45.150 08,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 45.150 EL,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 45.150 TI,4,0,0,0,0,1,3,4,0,0,0,0,4
   model 45.150 TI C11,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 45.150LF,2,0,0,0,0,2,0,2,0,0,0,0,2
   model 45.150TI,5,0,0,0,0,2,3,5,0,0,0,0,5
   model 45.160,20,0,0,2,3,8,7,20,0,0,0,5,15
   model 45.160 11,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 45.160 TI,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 45.160TI,2,0,0,0,0,0,2,2,0,0,0,0,2
   model 45.170,18,0,0,0,8,10,0,18,0,0,0,0,18
